timestamp,tracker_pos_x,tracker_pos_y,tracker_pos_z,tracker_rot_roll,tracker_rot_pitch,tracker_rot_yaw,tracker_rot_quat_x,tracker_rot_quat_y,tracker_rot_quat_z,tracker_rot_quat_w,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z,Patch,Area
1754580608,-0.013489351,0.178865075,-0.216214299,-91.59079918,-18.30302009,179.6949659,-0.109005958,0.708022621,-0.688041913,-0.115844588,-109.8,-68.4,-44.25,-86.6,-1.8,-52.97,-53.6,-41.6,-45.54,-101.6,-9.6,-31.33,-116.6,-85.4,-14.86,-41.6,-43.4,-56.2,-60.2,-15.4,-59.76,-3.6,17.8,-71.38,-125.2,-295.6,164.73,56.8,-107.6,39.41,2,-51.2,-67.51,-81.4,26.4,-47.8,-157,-208.2,760.99,207.8,-56.8,194.45,13.8,9.8,-59.43,-35.4,36,-46.51,-182.8,357.8,467.38,123.6,176.8,70.41,-10.6,52.2,-34.88,-81.8,-0.2,-55.88,-98.8,228.8,11.63,-11.6,123.4,-21.96,-6.6,49.2,-68.8,-34,49.8,-60.08,o,3
1754580620,-0.013453007,0.178678989,-0.216007352,-91.62512245,-18.29789308,179.720789,-0.10910003,0.70820915,-0.687860906,-0.11569056,-109.8,-68.2,-44.9,-87,-1.2,-52.65,-53.4,-42,-45.54,-102,-10.2,-31.33,-117,-85.4,-14.21,-41.4,-43.4,-56.2,-60,-15.2,-59.76,-4,18,-72.35,-125.4,-295.6,164.73,57.2,-107.8,39.73,2.2,-51,-67.18,-81.6,26.2,-48.77,-156.8,-208.2,760.34,207.6,-57,194.77,14.2,9.8,-59.43,-35.6,36.4,-46.84,-182.2,357.8,467.38,124,177,71.71,-10.2,52.4,-35.85,-81.6,-0.6,-55.88,-98.4,228.4,11.63,-11.4,123.2,-21.96,-6.6,48.6,-68.8,-34.2,49.6,-60.4,o,3
1754580633,-0.013543829,0.178793907,-0.216188788,-91.63846931,-18.30992728,179.7098191,-0.109091023,0.708287894,-0.687755527,-0.115843432,-110,-68.2,-44.25,-86.8,-0.8,-52.97,-53.8,-41.8,-45.54,-101.8,-10.4,-31.01,-116.8,-85,-14.54,-41.8,-43,-56.2,-59.8,-15.4,-60.08,-4,17.4,-72.03,-125.4,-295.6,164.73,57.4,-107.6,39.73,2,-50.8,-67.18,-81,26.2,-48.13,-156.6,-208.2,760.67,207.4,-57.2,194.77,14.2,10,-60.08,-35.6,36.2,-46.84,-182.4,357.2,466.74,124,176.6,71.38,-10.4,51.8,-36.18,-82,-0.6,-56.2,-98.4,229,12.27,-11.8,123.2,-21.96,-5.8,48.8,-68.8,-34.6,49.8,-60.72,o,3
1754580647,-0.013383314,0.178532958,-0.216193974,-91.71568313,-18.3275413,179.7933851,-0.109635503,0.708654105,-0.687345234,-0.115524557,-109.8,-68.6,-44.25,-86.4,-1.4,-52.65,-53.6,-41.6,-45.54,-101.4,-9.8,-31.01,-117.2,-85,-14.21,-41.4,-42.8,-55.88,-60.2,-15.6,-60.08,-3.8,17.2,-71.38,-125.2,-295.8,164.41,57.4,-107.8,39.73,2.2,-51,-67.18,-81,26.4,-48.45,-157,-208.6,760.34,207.4,-56.8,195.09,14.2,10,-60.08,-35.8,36.2,-47.16,-182,357.6,467.38,124.2,177,71.06,-10.2,51.8,-35.53,-81.8,-0.2,-55.88,-98.6,228.8,11.63,-11.6,123,-22.29,-6.6,49,-68.8,-34.6,50.2,-60.4,o,3
1754580661,-0.013509408,0.178647041,-0.216085792,-91.66863601,-18.31199818,179.7740669,-0.109470176,0.708405628,-0.687631864,-0.115499422,-109.6,-68.4,-43.61,-86.8,-1.2,-53.62,-53.2,-41.4,-46.51,-101.4,-9.8,-31.01,-116.8,-85.4,-14.86,-41.2,-43,-55.56,-60.2,-15,-60.08,-4.2,17.8,-71.71,-125.4,-295.6,165.05,57.2,-107.8,40.05,1.6,-51.4,-67.18,-81.6,26.4,-48.45,-156.8,-208.6,760.99,207.2,-57.2,194.77,14.4,10.2,-60.08,-35.6,35.8,-46.51,-182.6,358.2,467.06,123.8,176.4,71.06,-10.2,52.2,-35.85,-82,-0.6,-56.53,-98.6,229.2,10.98,-11.8,123.4,-21.64,-6.2,49.2,-69.44,-34,50.2,-60.72,o,3
1754580674,-0.013368219,0.178118587,-0.215784311,-91.68529632,-18.32699282,179.8583498,-0.110064467,0.708410066,-0.687599033,-0.115102293,-109.8,-68.2,-43.93,-86.4,-1.2,-52.65,-53.6,-41.4,-45.54,-101.8,-9.8,-31.33,-117,-85,-14.54,-41.6,-43.2,-56.2,-60.2,-15.2,-59.43,-3.2,17.2,-71.38,-125.2,-295.8,165.05,57.4,-107.8,39.41,2.2,-51.2,-67.18,-80.8,26.6,-48.13,-156.8,-208,762.28,207.6,-56.8,195.74,13.6,10.2,-60.08,-35.6,35.8,-46.84,-182,358,466.74,124.2,177,71.06,-10.2,52,-35.85,-82.2,-0.8,-57.17,-98.6,229.2,11.95,-11.4,123.4,-22.29,-6.6,49.4,-68.8,-34.6,49.8,-60.72,o,3
1754580688,-0.013496503,0.178352714,-0.215818226,-91.68327386,-18.27446881,179.7707807,-0.109209778,0.70853349,-0.68757482,-0.115301234,-109.8,-68.4,-44.25,-86.6,-1.2,-52.97,-53.4,-41.4,-45.54,-101.8,-10.4,-31.33,-117.2,-85.2,-14.54,-41.4,-43.2,-55.56,-59.8,-15.4,-60.08,-3.8,17.2,-71.38,-125,-295.8,165.05,57.2,-107.4,39.41,2.4,-51.2,-67.18,-81.4,26.6,-48.45,-156.6,-208.4,761.31,207.8,-56.6,194.12,13.8,9.8,-59.43,-35.8,35.8,-47.48,-182.6,358.2,466.74,123.8,177,71.06,-10.4,52,-35.85,-81.8,-0.4,-55.88,-98.6,229,12.27,-11.2,123.2,-22.29,-6,49.4,-68.48,-33.8,50,-60.4,o,3
1754580701,-0.013341144,0.178757906,-0.216246784,-91.72607393,-18.33705745,179.8037564,-0.10974629,0.7086971,-0.687282108,-0.115531115,-109.8,-68.2,-43.93,-86.4,-1.2,-53.3,-53.4,-41.6,-45.54,-101.4,-10.2,-31.01,-117,-85,-14.54,-42.2,-43,-56.2,-60,-15.2,-60.08,-3.8,17.8,-71.38,-124.8,-296,165.05,57.2,-107.8,39.08,2.4,-51.2,-67.51,-81.4,26.6,-49.1,-157,-208.8,760.99,207.4,-56.8,195.09,14.6,10.2,-60.08,-36,35.8,-46.51,-182.4,357.8,467.38,124.2,176.8,70.74,-10.2,52,-35.21,-82,0,-56.53,-98.8,228.6,11.63,-11.4,123.6,-22.29,-6,49.4,-68.48,-34.4,49.8,-60.08,o,3
1754580715,-0.013472632,0.178876758,-0.216277599,-91.75344551,-18.29935844,179.8174229,-0.109577028,0.708885386,-0.687163421,-0.115242288,-109.6,-68.6,-44.25,-86.2,-1.4,-53.3,-53.6,-41.6,-45.54,-101.6,-10,-30.36,-116.6,-84.8,-14.21,-41.6,-43.2,-56.53,-59.8,-15.2,-60.08,-3.6,17.4,-71.06,-125.2,-296.2,165.38,57.6,-108,39.41,2,-51.2,-67.51,-81.2,26.2,-48.45,-157,-208.6,761.63,207.8,-56.4,195.09,14,10,-59.76,-35.4,36.2,-46.84,-182.2,358.2,467.38,-104.8,36.8,-73.32,-100.4,22.8,-26.81,-111.6,-2.2,-41.99,-91.8,22,-40.05,-86.8,3.2,-35.85,-53.6,10.4,-54.91,-55.8,39.8,-46.84,o,3
1754580726,-0.013319567,0.178572774,-0.216026783,-91.6945216,-18.29949218,179.801298,-0.109537371,0.708547237,-0.687511491,-0.115283494,-111,-27.2,-32.62,-98.2,32.2,-40.7,-68.6,-25,-34.24,-111,-2.4,-23.26,-114.4,32.8,-19.06,-82.8,31,-45.87,-90.6,15.4,-46.19,-19.4,28,-59.76,-101,2.2,-17.77,-74.6,36.2,-25.19,-65.8,-14.8,-59.11,-106.8,31.4,-35.21,-74.2,-8.2,-33.59,-81.4,5.2,-26.81,-92.8,20.4,-52.65,-55.4,34,-2.58,-138.8,0.2,-27.46,-104.8,37.4,-73.64,-100.6,23,-27.46,-112,-2.6,-41.34,-91.8,21.8,-40.38,-86.6,3.2,-35.85,-53.4,10.4,-54.59,-56.2,40.2,-47.8,o,3
1754580742,-0.033291847,-0.008491635,0.576040626,-89.41744073,28.63110388,-179.7807969,-0.174422995,-0.681993016,0.688290438,-0.17526651,-111.2,-26.8,-32.3,-98.4,32,-40.38,-68.2,-25.4,-33.92,-111.4,-2,-22.93,-114.2,32.6,-19.38,-82.6,31.4,-45.87,-90.2,15,-45.87,-19.6,28.2,-59.76,-100.4,2.4,-17.44,-74,36.4,-24.87,-65.4,-14.4,-59.43,-107,30.8,-34.24,-73.6,-9,-33.59,-81.8,4.8,-27.46,-93.2,21.4,-52.97,-55.2,33.4,-1.94,-138.6,0.2,-26.81,-105.6,37.6,-73.97,-100.2,23.4,-26.81,-112.2,-2,-41.67,-92,22,-39.73,-86.6,3.4,-35.85,-53.8,10.6,-54.59,-56,40,-47.48,x,0
1754580756,-0.033398062,-0.007359743,0.574608922,-89.6333345,28.62077683,-179.9119939,-0.174812706,-0.683104437,0.687220774,-0.174746609,-111.4,-26.4,-32.3,-98.4,32.2,-41.34,-68.4,-25.2,-33.92,-110.6,-2.6,-23.26,-114.8,32.8,-19.7,-82.4,31.4,-45.87,-90.8,15,-45.87,-19.6,28.2,-58.79,-100.4,2.6,-17.77,-74.2,36.6,-25.52,-65.8,-14.8,-58.79,-107.4,31.6,-33.92,-74,-8.8,-33.59,-81.8,4.8,-27.78,-93.2,21,-52.33,-55,33.6,-1.62,-138.8,0.4,-26.81,-105.2,37.2,-73,-100,23,-25.84,-112.2,-2.2,-41.02,-91.8,22.2,-39.73,-86.8,3.2,-35.85,-53.8,10.8,-54.26,-56,40.2,-48.13,x,0
1754580769,-0.033391505,-0.007408738,0.574486136,-89.63975381,28.63189104,-179.9841225,-0.175299554,-0.683015897,0.687275345,-0.174390086,-111,-26.8,-32.62,-98.2,32,-41.02,-68.2,-25.6,-34.24,-111.2,-2.4,-23.26,-114.4,32.8,-20.03,-83,31.4,-45.87,-90,15,-46.19,-19.4,27.8,-60.08,-100.8,2.4,-17.77,-74.2,36.6,-24.87,-66,-14.8,-59.11,-106.8,31.2,-35.21,-74,-8.8,-33.92,-81.6,5,-27.78,-93.4,20.6,-52.97,-55.6,33.2,-2.26,-138.8,0.2,-26.49,-105,37.4,-73.97,-100.2,23,-26.49,-112,-2,-41.99,-91.8,22.6,-39.73,-86.8,3.4,-35.53,-53.8,11,-54.26,-56,40.2,-47.16,x,0
1754580782,0.127428383,0.17456615,0.09303391,-90.72829158,-37.7422645,-179.6407544,-0.229358718,0.672621913,-0.665550933,-0.228070645,-121.4,-35,-46.19,-117.4,11.4,-65.57,-88.4,-73.6,-72.03,-119.2,-78.2,-65.89,-132.6,22,-40.7,-126.4,-4.2,-81.4,-171.4,-91.6,-95.93,-74.6,-211.4,-105.94,-128.4,-6.4,-45.22,-157.2,1,-70.74,-336.4,-196.2,-91.73,-355.8,-871.4,192.51,-106.6,-10.2,-63.95,-196,-1.4,-75.91,-625.6,-9.4,-11.31,-494.4,-219.6,3220.31,-169,8,-55.23,-197.8,70.8,-117.57,-411,203.4,-32.3,-514.6,1158.8,396,-112.6,33.6,-63.31,-138,39,-71.71,-157,134.6,-100.78,-92.8,334,-86.24,x,0
1754580796,0.127391696,0.174393177,0.093054295,-90.62271734,-37.71625065,-179.6680386,-0.229257796,0.672115708,-0.66616728,-0.227864989,-120.8,-34.8,-46.51,-117.4,11.2,-66.54,-88.2,-74,-71.71,-119.8,-78.2,-65.89,-132.4,22,-40.7,-126.4,-4.6,-81.4,-171.2,-91.6,-95.29,-75,-211.4,-106.59,-128.4,-6.4,-45.54,-157.2,0.8,-71.06,-336.8,-195.8,-91.09,-355.6,-872,192.83,-107,-9.8,-64.28,-195.4,-1.6,-75.91,-625.2,-9.6,-11.31,-493.8,-219.6,3221.28,-168.8,7.8,-54.91,-198.2,71.2,-116.93,-410.8,203.6,-32.95,-514.8,1158.6,396,-112,33.6,-63.31,-138.4,38.4,-71.38,-157,134.4,-100.78,-93.2,334,-85.92,x,0
1754580803,0.24527052,0.08165729,-0.1869784,-99.14232417,-69.54041707,-170.6590128,-0.419519327,0.593104402,-0.566288701,-0.389291366,-111.4,-26.4,-32.3,-98.2,31.8,-39.73,-68.4,-25.4,-33.59,-111,-2.2,-23.58,-114,32.4,-18.73,-82.8,31,-45.54,-90.2,15.2,-46.19,-19.4,28,-59.43,-100.2,2.2,-17.44,-74.2,36.4,-25.19,-65.6,-14.4,-59.43,-106.8,31,-34.56,-73.8,-9,-34.56,-81.8,4.8,-27.46,-93,21.2,-52.65,-55.2,33.4,-2.26,-138.8,0.4,-26.81,-105.2,37.4,-73,-100.4,23.2,-26.16,-111.8,-2.2,-41.34,-91.6,22,-40.7,-86.8,3.4,-35.85,-53.4,10.6,-54.26,-56.2,40,-48.13,o,4
1754580811,0.247366041,0.083277345,-0.185374439,-98.83791048,-69.5382984,-170.9504605,-0.419036735,0.592674422,-0.566879142,-0.389606549,-111.4,-26.6,-31.98,-98.6,32,-40.7,-68.2,-25.4,-34.56,-110.8,-1.6,-22.93,-114.4,33,-18.73,-82.6,31,-45.54,-90.2,15.4,-45.54,-19.6,27.8,-59.76,-100.6,2,-17.44,-74,36.6,-24.87,-65.4,-14.6,-58.79,-106.8,31.2,-34.56,-74.2,-8.6,-33.59,-81.8,5,-28.1,-93.2,21,-53.3,-55.6,33.2,-1.62,-138.6,0,-27.13,-105.4,37.4,-73.32,-100.2,23,-26.49,-111.4,-2.4,-41.67,-91.6,22,-40.38,-86.6,3.4,-36.18,-53.8,10.6,-54.26,-55.6,40.4,-47.8,o,4
1754580820,0.130247533,0.175198436,0.091446042,-90.9244895,-36.55446084,-179.5217808,-0.22278573,0.675904543,-0.666921712,-0.220759928,-111,-26.8,-31.33,-98.2,31.4,-41.02,-68.2,-25.4,-33.59,-110.6,-2.2,-22.93,-114.6,32.8,-19.38,-82.6,31.2,-45.54,-90.2,14.8,-46.19,-19.8,27.8,-59.76,-101,2.4,-18.09,-74,36.4,-25.52,-65.6,-14.4,-58.79,-106.4,32,-35.21,-74.2,-7.4,-34.24,-81.2,6.4,-27.46,-92.8,22.4,-52.33,-55.2,34.4,-2.58,-138.8,1.2,-27.13,-104.6,38.4,-73,-100,23.8,-25.84,-111.4,-1.6,-41.34,-91.2,23,-40.05,-86.8,4.2,-35.85,-53.4,12,-53.94,-54.2,44,-46.19,o,4
1754580838,0.130281299,0.175482392,0.090920687,-90.81121625,-36.52648067,-179.5477977,-0.222687963,0.675350733,-0.667592545,-0.220525855,-108.2,-34.2,-34.24,-97,29.8,-43.93,-66.2,-27.4,-37.47,-109,-3.8,-25.52,-113.6,25.8,-24.55,-81,25.6,-51.03,-87.8,10.6,-51.36,-17.6,25.2,-62.99,-99.6,-13.2,-27.78,-69.4,23.6,-33.92,-60.6,-23.6,-65.89,-102.8,27.2,-39.73,-72,-45.6,-47.16,-70,-23.4,-40.38,-81,6,-64.6,-50.8,32,-19.7,-138.4,-97.8,-30.69,-73.8,-27.2,-83.66,-74.2,-1,-41.67,-97.4,-13.8,-52.97,-95.4,-244.2,90.44,22.8,-117.6,-5.81,4.2,-18.8,-67.51,-33.2,30.4,-59.76,o,4
1754580852,0.130243301,0.175551176,0.090934634,-90.73135345,-36.52757414,-179.5787312,-0.222665757,0.674943281,-0.668001454,-0.220557384,-110.6,-29,-34.56,-97,29.8,-43.93,-66,-27.2,-36.82,-109.4,-3.6,-25.19,-113.8,26.2,-25.52,-81,26,-51.36,-88,11,-51.36,-17.2,25.6,-62.99,-99.6,-13,-28.1,-69.8,23.8,-33.92,-60,-23,-65.89,-103.2,28,-40.7,-72.4,-45,-47.16,-70.4,-23.6,-40.7,-80.8,6,-64.28,-50.6,31.4,-19.38,-138.8,-97.8,-30.36,-73.6,-27.6,-84.3,-74,-1.2,-41.02,-97.4,-14,-52.97,-94.8,-244.4,91.41,22.6,-117.4,-5.49,4,-19.2,-66.86,-33.2,30.4,-60.4,o,4
1754580866,0.130342424,0.175476313,0.091137111,-90.6449748,-36.53760147,-179.5939164,-0.222800911,0.674449354,-0.668461738,-0.220537216,-110.8,-29,-34.56,-96.8,29.6,-43.61,-66.4,-27.2,-36.5,-109.4,-3.8,-25.52,-114,25.8,-24.55,-81.2,25.4,-51.68,-87.8,10.8,-50.71,-17.2,25.6,-62.66,-99.8,-13.2,-27.78,-69.6,23.4,-34.24,-60.2,-23.2,-65.89,-103.2,27.6,-40.05,-72.2,-44.8,-47.16,-70,-23.4,-41.02,-80.8,6,-64.6,-50.4,31.2,-19.7,-138.6,-97.8,-29.72,-73.8,-27.6,-84.3,-74.4,-0.8,-41.02,-97.2,-13.6,-53.3,-95.2,-244,91.09,22.6,-117.6,-5.81,4,-19,-67.18,-33.2,30.8,-60.4,o,4
1754580879,0.130365044,0.175225735,0.091257036,-90.63780184,-36.56161506,-179.5805962,-0.223032899,0.674334369,-0.668483906,-0.220587221,-110.6,-28.8,-34.24,-96.8,30,-43.61,-66,-27.4,-36.82,-109.2,-3.6,-25.84,-113.8,25.6,-24.87,-80.6,26.2,-51.03,-88,11,-50.71,-17.8,25.4,-63.31,-99.6,-12.8,-27.46,-69.4,23.8,-33.92,-60.4,-22.8,-66.22,-103.2,27.6,-40.05,-72.2,-44.6,-47.48,-70,-23.4,-41.34,-81,5.8,-64.92,-50.4,31.4,-19.38,-138.8,-98.2,-30.36,-73.6,-27.6,-83.01,-74.2,-1.2,-41.34,-97.2,-13.8,-52.97,-94.4,-244.8,91.41,23,-117.2,-5.49,4.2,-19,-67.83,-33.2,30.6,-60.08,o,4
1754580893,0.130312264,0.17534101,0.091132462,-90.56090482,-36.55142993,-179.6103073,-0.222946793,0.673963486,-0.668898492,-0.220550893,-110.4,-29,-34.56,-97,29.6,-43.61,-66.4,-27.2,-36.5,-109,-3.6,-25.84,-113.8,25.6,-24.87,-81.2,25.6,-51.03,-88.2,11,-50.71,-17,25.2,-62.99,-100,-12.8,-27.46,-69.6,23,-33.59,-60.6,-23.2,-65.89,-103,27.6,-39.73,-71.8,-45.4,-48.13,-70.4,-23.6,-40.7,-80.8,5.6,-64.6,-50.4,31.6,-20.35,-138.4,-98,-30.04,-73.6,-27.6,-83.98,-73.6,-1,-41.34,-97.2,-13.8,-52.97,-95.2,-244,91.41,22.6,-117.4,-6.14,4,-19,-67.51,-33,30.6,-60.72,o,4
1754580906,0.130290836,0.175319552,0.091177881,-90.61862756,-36.54765388,-179.5697911,-0.223052096,0.674228937,-0.66864409,-0.220404507,-110.6,-29.2,-35.53,-96.4,29.8,-43.61,-66.6,-27.4,-36.5,-109.4,-3.8,-25.52,-113.8,26,-25.19,-80.6,25.6,-51.36,-88.2,10.4,-51.03,-17.6,25.2,-63.31,-99.8,-13.4,-27.13,-69.4,23.6,-33.27,-60.8,-22.8,-65.89,-102.6,28,-39.73,-72,-44.8,-47.8,-70,-23.8,-41.02,-80.6,6,-64.6,-50.2,31.8,-19.38,-138.6,-98,-30.36,-73.4,-27.8,-83.98,-74,-1.6,-40.7,-97,-13.8,-52.65,-94.6,-244.4,90.76,22.6,-117.4,-6.14,4,-19.2,-67.83,-32.8,30.4,-59.76,o,4
1754580920,0.340602905,0.078223467,-0.065443575,-98.10361303,-67.39868359,-172.0757815,-0.406175727,0.601754616,-0.572900309,-0.380391744,-110.6,-29,-35.21,-97.2,29.8,-43.61,-66,-27.2,-37.15,-109,-3.6,-24.87,-113.8,25.2,-25.52,-80.6,25.6,-51.03,-88,10.8,-51.03,-17.8,25,-62.99,-99.4,-12.8,-27.78,-69.6,23.4,-33.92,-60,-23,-65.89,-102.8,27.4,-40.05,-72,-45,-47.8,-70.4,-23.4,-41.34,-80.6,6,-65.89,-50.4,31.2,-19.38,-138.2,-98.4,-30.36,-73.8,-27.6,-83.33,-74.2,-1.2,-41.34,-97.4,-14,-52.97,-94.6,-244.2,91.41,22.6,-117.4,-5.81,4.2,-19,-68.15,-33,30.6,-60.08,o,4
1754580931,-0.036242038,-0.009232402,0.539686918,-90.01144949,-11.58025583,179.7318814,-0.069682852,0.703734465,-0.703260005,-0.072989186,-110.6,-29.2,-35.53,-97,29.6,-43.61,-66.4,-27,-36.5,-109.4,-3.6,-25.19,-113.8,25.2,-25.84,-80.8,25.2,-51.68,-87.8,11,-50.07,-17.6,25.2,-63.63,-99.8,-13.4,-27.46,-69.4,23.8,-33.92,-60.2,-23,-66.22,-103,27.8,-40.7,-72,-45,-47.16,-70.2,-23.2,-41.02,-80.6,5.8,-64.92,-50.2,31,-19.7,-138.8,-98,-30.04,-74,-27.2,-83.66,-74.2,-1,-41.99,-97.6,-14.2,-53.3,-95.2,-244.4,90.44,23,-117.4,-6.46,3.8,-18.8,-67.51,-33.2,30.2,-60.08,x,0
1754580945,-0.036354929,-0.009448409,0.539908528,-90.06127258,-11.56636523,179.7164968,-0.069471322,0.704057962,-0.702953002,-0.073028553,-110.4,-29,-35.21,-97.2,29.8,-43.28,-66.4,-27.4,-37.15,-109.2,-3.2,-25.19,-113.8,25.8,-25.19,-80.6,26,-51.03,-88,10.8,-50.71,-17.6,25.6,-63.63,-99.8,-12.8,-28.42,-69.8,23.8,-33.92,-61,-23,-66.22,-103.2,28,-39.73,-72.4,-45,-48.45,-70,-23.8,-41.02,-80.6,5.8,-64.6,-50.4,31.8,-19.38,-138.6,-98,-30.04,-74.2,-27.8,-83.66,-74.4,-1.2,-41.67,-97.2,-14.4,-52.97,-95,-244.4,90.76,22.4,-117.2,-5.49,4.2,-19.4,-67.51,-33,30.6,-60.08,x,0
1754580969,-0.036386877,-0.009348989,0.539711475,-90.19480697,-11.50994386,179.6491002,-0.068625681,0.704951308,-0.702124946,-0.073175526,-125.4,-48,-44.25,-112.8,-9.6,-53.62,-61.6,-73.4,-48.13,-96.2,-35,-36.18,-155.4,-7.8,-35.21,-127.4,-77.4,-42.64,-75.2,-117.8,-31.33,23.6,-41.8,-71.71,-196.6,-47,-26.81,-248.6,-180.8,115.96,13.2,-309.6,187.99,19.6,-52,-9.37,-218.2,-16.2,-32.3,-442,-40.2,388.25,149.2,-64.6,677.98,54.6,40.4,-73.64,-246,48.4,-34.24,-313.8,260.4,119.51,22.4,330.2,322.03,35.2,67.8,1.62,-139,67.2,-59.43,-149.6,129.8,-21.64,-33.2,175.8,-21.32,5.4,114.6,-52,x,0
1754580982,-0.03645125,-0.009410381,0.539787412,-90.17564134,-11.49466015,179.6177752,-0.068351543,0.704861757,-0.702232563,-0.073262063,-126,-48.2,-45.22,-113.4,-9.2,-54.26,-61.6,-73.4,-48.13,-96,-34.8,-35.53,-155.6,-7.8,-35.85,-127.6,-77.4,-42.96,-75.4,-117.6,-32.3,23.6,-41.8,-71.38,-197.6,-46.6,-27.46,-249,-181.6,115.96,12.6,-310.6,188.96,19.8,-52.2,-9.04,-218.2,-15.8,-31.98,-442.2,-40.2,388.57,150.8,-64.6,680.56,54.6,39.8,-74.29,-245.8,48.2,-35.21,-315,261.2,118.54,22.4,332,323,34.8,68,1.94,-139.6,67.2,-60.08,-150,130,-22.29,-33,175.6,-21,5.6,114.8,-51.36,x,0
1754580996,-0.058027416,0.226993382,0.544724941,-85.36751531,-53.16491432,-179.2515316,0.332902464,-0.604124399,0.659367116,0.29907289,-125.4,-48.4,-44.57,-113.2,-9,-53.62,-61.2,-73.4,-48.13,-95.6,-34.8,-35.53,-155.8,-7.8,-35.21,-127.4,-77.6,-42.64,-75,-117.4,-31.33,23.4,-42.4,-71.38,-196.8,-47.2,-26.81,-248.8,-181,116.28,12.6,-309.8,188.31,19.6,-52.8,-9.04,-218,-16.6,-32.95,-445.2,51.8,215.12,-65.4,93.8,-68.48,-45.2,54.6,-53.62,-145,14.2,-38.44,-109.6,60.4,-85.27,-98.4,47.8,-38.44,-106.8,14.8,-51.68,-93.8,29.6,-48.45,-89,14,-43.93,-33.6,176.4,-21.64,6,114.6,-52,x,0
1754581007,0.114771307,0.177084208,-0.06140101,-104.9013792,-84.63870553,-165.737301,-0.479917672,0.530747383,-0.513405343,-0.473709978,-246.8,-35.2,-21.64,-458,18.6,340.12,124.8,-89.2,724.17,128.2,-22.2,75.91,-218.2,78,-24.87,-293,233.8,152.13,28.6,345.4,295.87,164,124.8,-22.93,-146.8,46.4,-35.53,-136.2,162.4,-17.12,-35.2,149.4,-31.33,-43.8,121.4,-42.31,-90.8,16.6,-50.71,-98.2,56.4,-42.64,-83.8,82.8,-64.92,-45,54.6,-53.62,-145.8,14.2,-38.76,-109.6,59.8,-86.24,-98.4,48.2,-38.76,-106.2,14.6,-51.03,-94.4,29.4,-48.13,-88.8,14.2,-44.25,-53.4,22.6,-62.99,-53.4,49.8,-55.56,o,5
1754581021,0.114807129,0.176983118,-0.061455786,-105.1057132,-84.65287178,-165.5146689,-0.480151089,0.53065766,-0.513338112,-0.47364679,-247.4,-35.4,-21.96,-457.8,18.4,339.8,124.8,-89.4,723.52,127.6,-22.4,76.23,-217.6,78.2,-25.52,-292.8,234.2,152.13,28.4,345.4,295.22,164,125,-23.26,-147,46.2,-34.56,-135.8,162.8,-17.12,-35.4,149,-30.69,-43.8,121,-42.64,-90.6,16.8,-50.39,-98.4,56.6,-42.96,-84.2,83.2,-65.89,-44.6,55,-53.94,-144.8,13.8,-38.44,-109.6,60,-86.24,-98,48.2,-38.76,-106.8,14.4,-50.71,-94.6,28.8,-48.13,-89.2,14,-44.57,-53.4,22.4,-62.66,-53,49.8,-54.91,o,5
1754581032,0.11485222,0.177015305,-0.061486125,-105.3788384,-84.65973611,-165.191716,-0.480540414,0.530492263,-0.51338822,-0.473382879,-247.8,-35.2,-21.32,-457.8,18.6,340.44,124.8,-89,724.49,128,-22.8,76.55,-217.4,78,-25.52,-292.4,233.6,152.46,28.8,345.6,296.51,163.8,125,-22.29,-146.8,46.4,-34.56,-136,162.8,-17.12,-35.4,149.8,-31.65,-43.6,121.2,-42.31,-91,16.2,-50.39,-98.6,56.2,-43.28,-83.4,83.2,-65.57,-45,55.4,-53.3,-144.8,14,-38.11,-109.6,59.6,-85.6,-98.6,48.2,-38.44,-106.2,14.2,-51.03,-94.4,29.2,-47.8,-89,14.2,-44.57,-53.2,22.6,-62.99,-53.2,50,-55.23,o,5
